code,age,name,gender,company,Aracaju (SE)_as_source,Brasilia (DF)_as_source,Campo Grande (MS)_as_source,Florianopolis (SC)_as_source,Natal (RN)_as_source,Recife (PE)_as_source,Rio de Janeiro (RJ)_as_source,Salvador (BH)_as_source,Sao Paulo (SP)_as_source,Aracaju (SE)_as_destination,Brasilia (DF)_as_destination,Campo Grande (MS)_as_destination,Florianopolis (SC)_as_destination,Natal (RN)_as_destination,Recife (PE)_as_destination,Rio de Janeiro (RJ)_as_destination,Salvador (BH)_as_destination,Sao Paulo (SP)_as_destination,economic_count,firstClass_count,premium_count,total_distance,total_price,total_time,january_as_travel_month,february_as_travel_month,march_as_travel_month,april_as_travel_month,may_as_travel_month,june_as_travel_month,july_as_travel_month,august_as_travel_month,september_as_travel_month,october_as_travel_month,november_as_travel_month,december_as_travel_month
289,Ethel Duffy,34,female,4You,61,46,16,17,16,76,16,17,15,61,46,16,17,16,76,16,17,15,92,120,68,145020.82000000018,256431.63999999966,376.84000000000026,26,26,25,26,27,16,19,17,19,27,25,27
290,Kristina Miller,43,none,4You,82,60,26,28,24,82,19,16,25,82,60,26,28,24,82,19,16,25,90,148,124,187068.77999999965,343846.7800000002,486.0800000000005,37,31,30,27,26,25,27,26,28,37,33,35
291,Larry Dupree,36,male,4You,30,25,6,15,6,24,7,9,4,30,25,6,15,6,24,7,9,4,32,56,38,70092.21999999999,125465.72000000002,182.1399999999998,9,9,8,9,9,8,9,9,10,19,16,11
292,Theodore Carter,36,none,4You,32,39,12,8,8,29,11,13,10,32,39,12,8,8,29,11,13,10,56,64,42,84705.06000000001,150306.66999999998,220.13999999999993,18,17,16,13,9,8,9,9,10,19,17,17
293,Jeffrey Matthews,55,none,4You,29,38,11,5,8,30,7,13,13,29,38,11,5,8,30,7,13,13,48,58,48,74086.39999999998,135308.26000000004,192.49999999999994,17,17,13,9,9,8,9,9,10,18,17,18
294,Dawn Harris,22,female,4You,39,38,8,13,6,39,7,8,10,39,38,8,13,6,39,7,8,10,60,70,38,84081.06000000004,150998.83000000007,218.47999999999985,18,17,16,19,9,8,9,9,10,19,17,17
295,Jenna Center,60,female,4You,25,25,9,8,9,33,4,8,7,25,25,9,8,9,33,4,8,7,26,62,40,65447.920000000006,124135.79999999999,170.09999999999982,10,8,8,9,9,8,10,8,10,18,18,12
296,James Fouche,28,none,4You,67,51,17,19,18,62,16,16,26,67,51,17,19,18,62,16,16,26,82,114,96,145632.72000000012,262736.5299999999,378.4200000000001,26,25,25,27,25,26,22,17,19,28,24,28
297,Lawrence Deibert,49,none,4You,46,33,20,6,7,34,9,18,7,46,33,20,6,7,34,9,18,7,58,58,64,95716.43999999993,167010.1999999999,248.67999999999992,17,16,18,18,17,13,9,9,10,19,16,18
298,Gary Schwab,29,male,4You,3,1,0,0,1,1,2,2,0,3,1,0,0,1,1,2,2,0,2,4,4,5330.74,9381.759999999998,13.860000000000003,0,0,0,0,0,0,0,0,2,8,0,0
299,Robert Herrera,28,none,4You,16,20,4,9,8,29,6,7,11,16,20,4,9,8,29,6,7,11,42,50,18,54624.259999999966,98846.04999999993,141.95999999999987,9,8,9,9,8,9,10,8,10,13,8,9
300,Misty Garcia,25,none,4You,70,56,20,15,29,52,18,21,25,70,56,20,15,29,52,18,21,25,88,122,96,148011.0800000001,279346.0600000001,384.5999999999998,28,23,26,26,27,25,27,26,19,27,26,26
301,Tom Salazar,58,none,4You,54,56,16,13,16,50,15,14,22,54,56,16,13,16,50,15,14,22,78,112,66,125395.00000000006,235118.61000000004,325.8800000000001,28,22,20,18,18,16,18,18,19,28,24,27
302,Anne Brown,42,female,4You,17,22,6,4,5,14,6,4,4,17,22,6,4,5,14,6,4,4,26,22,34,37428.899999999994,67081.84000000001,97.29999999999997,9,9,8,9,9,8,2,0,2,9,8,9
303,Richard Gomez,56,male,4You,9,12,2,3,4,7,4,4,1,9,12,2,3,4,7,4,4,1,6,22,18,23771.720000000005,46420.919999999984,61.77999999999996,9,9,0,0,0,0,0,0,2,9,8,9
304,James Lord,32,male,4You,67,67,12,23,21,69,10,19,26,67,67,12,23,21,69,10,19,26,86,132,96,153020.80000000008,285877.04000000004,397.64000000000027,26,24,26,26,27,25,28,25,27,27,26,27
305,Sarah Willis,50,female,4You,18,19,4,9,4,13,1,1,7,18,19,4,9,4,13,1,1,7,14,38,24,36226.26,72358.23,94.15999999999997,9,9,8,9,9,4,0,0,2,9,8,9
306,Darren Bennett,43,none,4You,37,36,16,10,9,34,7,8,15,37,36,16,10,9,34,7,8,15,52,68,52,84354.00000000006,156458.05999999997,219.23999999999978,18,16,17,19,13,8,9,9,10,19,17,17
307,Robert Legros,59,male,4You,73,81,20,21,25,83,15,28,24,73,81,20,21,25,83,15,28,24,104,166,100,189776.99999999983,349573.05,493.1400000000007,36,33,35,28,27,25,27,26,29,35,34,35
308,Doris Ramirez,27,female,4You,77,66,12,23,27,77,16,24,24,77,66,12,23,27,77,16,24,24,88,164,94,175821.91999999984,323409.4000000002,456.8600000000004,32,24,26,27,26,25,29,24,28,37,33,35
309,David Robinson,33,male,4You,31,33,11,7,13,31,8,7,9,31,33,11,7,13,31,8,7,9,60,56,34,70564.36,126050.51999999999,183.36000000000004,19,15,9,9,9,8,9,9,10,19,17,17
310,Judy Atkins,32,none,4You,17,26,6,8,8,21,2,8,6,17,26,6,8,8,21,2,8,6,24,48,30,47796.00000000001,91409.74999999999,124.2599999999999,9,8,9,9,9,8,9,9,6,9,8,9
311,Sandra Mitchell,30,none,4You,2,6,1,1,0,2,2,1,1,2,6,1,1,0,2,2,1,1,6,4,6,7918.32,13868.840000000002,20.6,0,0,0,0,0,0,0,0,2,9,5,0
312,Ulysses Barker,40,male,4You,72,72,24,32,13,74,28,16,17,72,72,24,32,13,74,28,16,17,98,134,116,181096.45999999996,324485.0299999999,470.6200000000003,33,25,25,27,26,25,28,25,29,36,33,36
313,Judith Pierce,23,female,4You,15,23,7,4,4,21,8,7,5,15,23,7,4,4,21,8,7,5,34,42,18,44130.619999999995,83151.9,114.6799999999999,10,7,9,9,9,8,9,5,2,9,9,8
314,Matthew Johnson,50,male,4You,69,62,14,18,15,76,23,19,20,69,62,14,18,15,76,23,19,20,68,148,100,158018.52000000008,295682.97999999975,410.6000000000005,27,24,26,27,26,25,27,26,29,27,26,26
315,Alfred Atkinson,61,none,4You,1,2,0,0,0,2,1,0,0,1,2,0,0,0,2,1,0,0,4,2,0,1962.64,3537.89,5.1,0,0,0,0,0,0,0,0,2,4,0,0
316,Charlotte Johnson,64,female,4You,31,23,6,4,6,27,7,9,11,31,23,6,4,6,27,7,9,11,30,54,40,63832.840000000004,118960.65999999996,165.84000000000006,9,8,9,9,8,9,9,9,10,19,16,9
317,Adam Groome,54,male,4You,53,55,13,20,16,52,12,16,19,53,55,13,20,16,52,12,16,19,76,112,68,125919.84,234156.16999999998,327.2800000000001,26,25,19,18,18,16,18,18,19,27,25,27
318,Hazel Grove,50,none,4You,24,21,7,9,6,17,5,5,6,24,21,7,9,6,17,5,5,6,32,40,28,52288.25999999998,94286.58000000002,135.88,9,8,9,9,9,8,10,8,4,9,8,9
319,Anthony Jarrett,28,male,4You,76,71,20,15,24,62,25,15,22,76,71,20,15,24,62,25,15,22,68,174,88,159498.24000000002,312567.44000000006,414.5200000000007,27,25,25,28,25,25,27,26,29,36,30,27
320,Reginald Doherty,33,male,4You,21,27,10,11,8,26,2,8,9,21,27,10,11,8,26,2,8,9,34,44,44,63601.66000000002,113849.88999999998,165.32,9,9,8,9,9,8,9,9,10,19,15,8
321,Jack Perry,57,none,4You,64,65,21,20,26,63,16,15,18,64,65,21,20,26,63,16,15,18,88,128,92,150882.02000000014,277094.61999999994,392.06000000000046,27,25,25,27,26,25,27,26,21,28,24,27
322,Wallace Gallardo,56,male,4You,84,82,29,33,25,89,17,24,17,84,82,29,33,25,89,17,24,17,126,160,114,205512.97999999966,369457.8699999997,534.0600000000006,35,32,36,34,35,35,34,25,28,36,34,36
323,Jean Obrien,53,female,4You,78,57,15,22,26,74,13,23,24,78,57,15,22,26,74,13,23,24,106,136,90,170050.19999999992,306162.4599999999,441.84000000000015,27,25,25,27,26,25,27,26,28,35,34,27
324,Robert Schlipp,48,none,4You,16,29,5,9,7,21,6,4,7,16,29,5,9,7,21,6,4,7,26,50,28,51646.439999999966,99884.62000000004,134.23999999999992,9,8,9,9,9,8,9,9,8,9,8,9
325,Christine Lowery,24,none,4You,66,78,26,21,14,64,23,22,18,66,78,26,21,14,64,23,22,18,110,134,88,164551.16000000012,298027.7500000002,427.70000000000016,27,24,26,27,25,26,28,25,28,37,32,27
326,Marian Dunn,63,female,4You,84,76,28,35,18,70,27,24,22,84,76,28,35,18,70,27,24,22,116,150,118,204633.7,365216.31000000006,531.7000000000012,36,32,34,35,35,25,27,26,28,37,32,37
327,Vanessa Nobles,32,female,4You,25,23,14,5,9,26,4,3,5,25,23,14,5,9,26,4,3,5,36,44,34,50892.67999999997,98356.94000000006,132.17999999999992,9,9,8,9,9,8,9,9,10,17,8,9
328,Tracy Mccracken,53,female,4You,70,63,16,23,21,61,17,17,12,70,63,16,23,21,61,17,17,12,78,126,96,153398.74000000002,280093.6899999998,398.6000000000006,27,25,25,26,26,26,27,20,19,28,25,26
329,Amanda Hanson,46,female,4You,74,75,22,20,17,73,25,20,20,74,75,22,20,17,73,25,20,20,90,142,114,170846.03999999966,317909.2100000001,443.9800000000008,32,23,26,26,26,26,28,25,28,36,34,36
330,Robert Smith,57,none,4You,62,51,11,20,14,50,11,23,16,62,51,11,20,14,50,11,23,16,76,112,70,137524.20000000004,248267.65000000014,357.3800000000005,27,25,20,18,17,17,19,17,19,28,24,27
331,Edward Grayson,41,male,4You,74,66,15,25,20,60,13,17,24,74,66,15,25,20,60,13,17,24,86,150,78,156586.5599999999,297400.63999999984,406.8800000000005,27,24,26,26,27,25,27,26,27,28,24,27
332,John Garrison,38,none,4You,22,21,4,10,6,18,5,4,6,22,21,4,10,6,18,5,4,6,34,36,26,50338.43999999999,88375.34999999999,130.79999999999998,10,8,8,9,8,9,10,6,2,9,8,9
333,Heike Wilson,30,none,4You,14,14,1,5,4,14,8,6,4,14,14,1,5,4,14,8,6,4,26,32,12,38031.799999999996,66902.79,98.81999999999994,9,9,8,9,7,0,0,0,2,9,9,8
334,Mitchell Goss,45,male,4You,8,7,2,1,1,6,1,3,3,8,7,2,1,1,6,1,3,3,6,14,12,15136.019999999995,29725.17,39.34000000000001,4,0,0,0,0,0,0,0,2,9,8,9
335,Larry Tapia,34,none,4You,28,27,12,5,5,35,12,9,13,28,27,12,5,5,35,12,9,13,42,62,42,73536.21999999997,137963.19999999998,191.03999999999996,18,12,9,9,9,8,9,9,10,18,17,18
336,Edith Franco,22,female,4You,32,35,14,14,10,32,9,11,11,32,35,14,14,10,32,9,11,11,48,70,50,83409.49999999999,152025.18999999997,216.7600000000001,19,15,17,18,10,8,9,9,10,18,17,18
337,Hans Bryan,37,none,4You,74,71,24,19,23,85,32,20,30,74,71,24,19,23,85,32,20,30,92,172,114,189764.2599999999,353211.0800000002,493.06000000000097,37,31,36,35,28,25,27,26,29,35,33,36
338,Randy Sao,65,male,4You,83,72,24,24,30,72,21,17,25,83,72,24,24,30,72,21,17,25,106,152,110,179876.44000000012,333391.93000000017,467.46000000000004,36,31,35,27,27,25,28,25,28,37,33,36
339,Stephen Midgett,33,male,4You,36,40,12,8,8,35,14,9,12,36,40,12,8,8,35,14,9,12,50,72,52,86944.04000000002,160198.45,225.9199999999999,19,15,17,18,15,9,10,8,10,19,16,18
340,Anthony Briney,25,none,4You,9,14,2,9,3,9,3,1,2,9,14,2,9,3,9,3,1,2,10,30,12,25095.699999999986,49926.82000000001,65.25999999999999,9,9,6,0,0,0,0,0,2,9,8,9
341,Catherine Jenkins,31,none,4You,85,76,25,30,24,64,17,20,19,85,76,25,30,24,64,17,20,19,114,152,94,182657.89999999997,334246.26,474.7000000000005,35,33,28,27,26,25,28,25,29,36,32,36
342,Tina Tomasek,22,female,4You,79,59,23,25,19,67,21,23,22,79,59,23,25,19,67,21,23,22,82,164,92,178806.96000000017,331301.73999999993,464.6200000000004,27,23,27,26,27,25,28,25,29,34,35,32
343,Eric Fuller,47,male,4You,62,57,17,16,19,70,16,14,23,62,57,17,16,19,70,16,14,23,74,148,72,141341.76000000015,274051.28000000014,367.2400000000001,26,26,25,26,26,26,24,17,19,27,25,27
344,Gary Hanson,33,male,4You,27,35,6,8,10,37,16,7,14,27,35,6,8,10,37,16,7,14,36,70,54,77547.60000000005,148267.21999999994,201.48000000000002,18,16,17,11,9,8,9,9,10,18,18,17
345,Timothy Perez,46,none,4You,41,39,14,15,10,37,11,12,11,41,39,14,15,10,37,11,12,11,60,86,44,99939.57999999997,180346.29999999993,259.7199999999999,17,17,17,18,18,16,15,9,10,19,16,18
346,Jeffrey Forester,57,male,4You,62,54,14,17,18,61,18,20,22,62,54,14,17,18,61,18,20,22,100,112,74,147183.25999999992,261744.42999999988,382.4200000000001,28,24,25,27,25,23,18,18,19,27,26,26
347,Keith Sherman,35,male,4You,10,8,3,2,3,9,4,2,5,10,8,3,2,3,9,4,2,5,20,16,10,21810.359999999997,38126.600000000006,56.65999999999999,9,9,0,0,0,0,0,0,2,9,9,8
348,Mathilde Boone,52,female,4You,59,48,16,13,11,45,20,18,14,59,48,16,13,11,45,20,18,14,54,116,74,127763.32000000014,239465.62999999992,331.9799999999999,24,17,16,18,18,16,20,16,19,27,25,28
349,Isabel Guthrie,36,female,4You,63,64,19,20,22,73,21,25,21,63,64,19,20,22,73,21,25,21,78,148,102,171758.32,318876.00000000006,446.3200000000003,28,23,26,27,26,25,28,25,28,36,29,27
350,Sam Abernathy,25,male,4You,16,17,3,3,6,12,7,5,7,16,17,3,3,6,12,7,5,7,20,36,20,35362.04000000002,67667.26999999999,91.89999999999989,9,9,8,9,9,4,0,0,2,9,8,9
351,Sara Ferguson,32,none,4You,57,47,22,21,14,55,21,12,17,57,47,22,21,14,55,21,12,17,98,102,66,140141.92,245498.7,364.14000000000027,26,25,25,21,18,16,18,18,19,28,24,28
352,Alicia Watts,36,female,4You,91,64,26,21,19,62,17,28,24,91,64,26,21,19,62,17,28,24,90,156,106,182515.1799999999,336936.1499999997,474.24000000000063,35,26,26,27,26,25,27,26,28,35,34,37
353,Ricky Baker,57,male,4You,26,19,6,5,10,17,7,4,4,26,19,6,5,10,17,7,4,4,28,44,26,44805.23999999997,85195.97000000002,116.41999999999994,9,9,8,9,8,9,9,9,2,9,9,8
354,Andy Skidmore,39,none,4You,58,52,17,16,20,61,21,20,13,58,52,17,16,20,61,21,20,13,88,106,84,140006.76000000015,248756.5800000001,363.92000000000024,27,24,26,27,24,16,19,17,19,27,26,26
355,Debra Bailey,61,female,4You,75,72,27,22,24,70,22,23,15,75,72,27,22,24,70,22,23,15,116,134,100,174603.67999999985,315420.82999999984,453.82000000000056,35,25,25,28,24,26,27,26,28,37,32,37
356,Ralph Colunga,33,none,4You,42,40,16,10,12,41,9,11,17,42,40,16,10,12,41,9,11,17,66,74,58,99158.46000000005,178690.88999999993,257.6399999999999,19,15,17,19,17,16,18,14,10,18,18,17
357,Kathryn Childress,37,female,4You,74,92,23,25,25,63,24,20,24,74,92,23,25,25,63,24,20,24,106,142,122,169760.33999999968,320168.19999999995,441.30000000000024,35,31,36,29,26,26,28,25,28,37,32,37
358,Rickey Orouke,46,male,4You,9,10,2,1,5,12,1,2,2,9,10,2,1,5,12,1,2,2,16,22,6,20203.16,39157.24999999999,52.480000000000004,9,7,0,0,0,0,0,0,2,9,9,8
359,Virgil Hauck,48,male,4You,26,23,1,12,7,26,4,4,3,26,23,1,12,7,26,4,4,3,34,44,28,53629.799999999974,95578.84000000003,139.3199999999999,9,8,9,9,8,9,9,9,10,9,8,9
360,William Williams,49,male,4You,17,18,3,5,7,16,1,10,9,17,18,3,5,7,16,1,10,9,30,26,30,44013.26,75344.19999999998,114.37999999999994,9,8,9,9,8,9,6,0,2,9,9,8
361,Curtis Sexton,33,male,4You,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1070.8,1289.75,2.78,0,0,0,0,0,0,0,0,2,0,0,0
362,Kyle Young,59,male,4You,81,77,23,23,20,85,24,24,21,81,77,23,23,20,85,24,24,21,112,144,122,190852.97999999978,344817.6899999997,496.0000000000004,36,33,34,36,27,26,28,25,29,35,34,35
363,Abby Small,25,female,4You,36,42,10,18,12,37,8,12,9,36,42,10,18,12,37,8,12,9,54,84,46,94505.06000000001,172869.26999999987,245.65999999999985,18,17,16,18,18,16,9,9,10,18,17,18
364,Kristina Schuetz,48,female,4You,2,0,2,0,0,1,0,0,1,2,0,2,0,0,1,0,0,1,0,6,0,3156.5200000000004,7214.77,8.2,0,0,0,0,0,0,0,0,2,4,0,0
365,Eunice Burns,24,female,4You,17,15,5,2,7,14,2,5,1,17,15,5,2,7,14,2,5,1,24,30,14,34209.91999999999,62265.12,88.91999999999997,9,8,9,9,5,0,0,0,2,9,9,8
366,Claude Johnston,65,none,4You,38,29,13,9,9,25,5,6,10,38,29,13,9,9,25,5,6,10,46,66,32,70194.53999999996,131017.76999999999,182.37999999999997,18,11,8,9,9,8,9,9,10,19,17,17
367,Deborah Adams,28,none,4You,10,9,3,1,4,6,6,3,2,10,9,3,1,4,6,6,3,2,18,12,14,22441.74000000001,39295.130000000005,58.339999999999975,10,6,0,0,0,0,0,0,2,9,9,8
368,Mark Nemec,25,male,4You,55,71,27,19,16,60,15,25,16,55,71,27,19,16,60,15,25,16,98,120,86,152715.92,275376.4199999999,396.88000000000017,27,23,27,27,26,25,27,24,19,28,25,26
369,Bart Haverstock,21,male,4You,57,66,18,20,18,73,27,22,13,57,66,18,20,18,73,27,22,13,86,128,100,166404.00000000003,298227.6300000001,432.4000000000006,28,23,26,26,27,25,27,26,27,28,25,26
370,Susan Manzano,31,none,4You,27,40,7,12,11,44,5,13,9,27,40,7,12,11,44,5,13,9,40,70,58,83124.26000000002,154564.43999999992,216.02,18,16,17,18,9,9,9,9,10,19,17,17
371,Jenine Hobson,65,none,4You,85,74,19,20,25,70,16,23,26,85,74,19,20,25,70,16,23,26,74,166,118,190904.78,355237.37999999983,496.0200000000005,34,33,25,26,27,25,27,26,28,35,34,38
372,Dolores Davis,32,none,4You,81,78,29,16,20,79,28,25,16,81,78,29,16,20,79,28,25,16,84,186,102,191320.72000000003,363728.6399999998,497.180000000001,35,32,35,32,26,25,28,25,29,36,33,36
373,Jame Carter,65,female,4You,10,6,3,4,3,12,2,3,3,10,6,3,4,3,12,2,3,3,12,20,14,25400.840000000004,45247.80000000002,65.95999999999998,9,8,1,0,0,0,0,0,2,9,8,9
374,Kristopher Runyon,25,male,4You,2,1,0,1,1,4,0,1,2,2,1,0,1,1,4,0,1,2,4,6,2,5430.960000000001,9986.519999999999,14.119999999999997,0,0,0,0,0,0,0,0,2,9,1,0
375,Jerome Sanchez,56,none,4You,41,38,11,11,6,29,9,12,9,41,38,11,11,6,29,9,12,9,58,70,38,85087.94,153320.22999999995,221.15999999999994,18,15,18,17,9,8,9,9,10,18,17,18
376,Dale Mazur,47,male,4You,15,27,7,6,7,21,5,4,6,15,27,7,6,7,21,5,4,6,26,42,30,44589.29999999998,85872.22999999998,115.89999999999998,9,8,9,9,8,9,9,9,2,9,8,9
377,Larry Faron,24,male,4You,7,3,1,2,2,5,1,1,0,7,3,1,2,2,5,1,1,0,12,10,0,10543.300000000001,17655.549999999996,27.380000000000006,0,0,0,0,0,0,0,0,2,9,8,3
378,Sarah Boock,30,none,4You,49,51,20,10,14,38,12,11,13,49,51,20,10,14,38,12,11,13,70,100,48,104793.64,200227.08000000013,272.3600000000002,18,17,16,18,17,17,19,17,19,26,16,18
379,Anthony Bethea,49,none,4You,38,31,16,7,6,32,8,11,9,38,31,16,7,6,32,8,11,9,40,68,50,83270.28000000003,153081.44000000003,216.35999999999987,18,15,18,9,8,9,9,9,10,19,16,18
380,Rachael Moore,56,none,4You,12,9,5,1,2,8,2,3,6,12,9,5,1,2,8,2,3,6,18,22,8,24377.32000000001,45433.36,63.31999999999999,10,8,2,0,0,0,0,0,2,9,9,8
381,Victor Remington,52,male,4You,74,94,20,24,32,83,23,23,19,74,94,20,24,32,83,23,23,19,96,186,110,192012.89999999994,365908.28999999963,499.02000000000095,35,32,35,36,34,33,27,26,28,36,33,37
382,Arthur Mckinnis,25,none,4You,1,2,0,0,1,1,0,1,0,1,2,0,0,1,1,0,1,0,2,4,0,3565.98,6420.820000000001,9.26,0,0,0,0,0,0,0,0,2,4,0,0
383,Gabriel Mantini,39,none,4You,52,44,12,18,12,61,19,15,11,52,44,12,18,12,61,19,15,11,54,94,96,134923.38000000027,240028.57000000004,350.56000000000023,24,16,17,18,17,17,20,16,19,27,26,27
384,Eulalia White,45,female,4You,72,83,17,32,22,80,29,26,25,72,83,17,32,22,80,29,26,25,104,168,114,201290.47999999957,368099.47999999975,523.1000000000007,35,32,36,34,35,27,28,25,28,36,33,37
385,Jeffery Gill,53,male,4You,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
386,Katlyn Hsiao,44,female,4You,18,17,9,2,3,22,7,12,6,18,17,9,2,3,22,7,12,6,26,38,32,51426.060000000005,91136.37,133.65999999999988,9,9,8,9,9,8,9,7,2,9,9,8
387,Dorothy Barnes,21,none,4You,85,67,20,28,18,74,16,23,27,85,67,20,28,18,74,16,23,27,106,154,98,181176.27999999985,329248.74,470.82000000000016,35,33,25,28,25,25,28,25,28,36,34,36
388,Virgie Humphrys,23,female,4You,48,40,15,15,18,61,16,15,10,48,40,15,15,18,61,16,15,10,70,110,58,126537.36000000022,227527.07999999993,328.7600000000001,19,16,17,18,18,16,19,17,19,27,25,27
389,Mark Eisentrout,43,none,4You,78,88,29,27,19,91,20,23,25,78,88,29,27,19,91,20,23,25,110,202,88,201748.93999999986,382018.31,524.2600000000009,35,33,36,34,35,34,36,24,28,36,34,35
390,Ervin Janke,55,none,4You,80,80,25,26,20,86,22,25,16,80,80,25,26,20,86,22,25,16,112,170,98,196192.99999999997,357366.0300000001,509.7400000000004,36,31,35,35,30,26,29,24,28,36,34,36
391,Philip Robertson,49,male,4You,62,53,20,20,13,51,18,16,15,62,53,20,20,13,51,18,16,15,74,112,82,142262.87999999995,256847.8599999997,369.70000000000033,27,24,26,23,18,16,18,18,19,28,25,26
392,Cameron Williams,27,male,4You,29,28,2,8,6,25,8,6,6,29,28,2,8,6,25,8,6,6,26,68,24,58227.25999999999,113246.05000000002,151.29999999999998,10,8,8,9,9,8,9,9,10,18,11,9
393,Kelly Subido,23,female,4You,10,11,1,1,8,12,8,4,5,10,11,1,1,8,12,8,4,5,16,26,18,30512.28000000001,55895.68999999999,79.27999999999996,10,7,9,6,0,0,0,0,2,9,9,8
394,Tom Floyd,48,none,4You,13,13,3,7,5,12,1,4,4,13,13,3,7,5,12,1,4,4,22,28,12,29422.420000000006,53877.93000000001,76.49999999999997,10,8,8,8,0,0,0,0,2,9,8,9
395,Caroline Eaton,49,female,4You,26,32,10,16,9,39,4,8,14,26,32,10,16,9,39,4,8,14,44,54,60,81777.94,144075.63999999993,212.49999999999997,18,16,17,9,9,8,9,9,10,18,18,17
396,Douglas Shields,39,male,4You,59,59,15,16,12,44,22,20,19,59,59,15,16,12,44,22,20,19,78,104,84,130740.51999999993,238136.91999999998,339.80000000000007,27,25,25,21,17,17,19,17,19,27,25,27
397,Robert Clark,28,male,4You,12,8,1,3,2,14,1,4,5,12,8,1,3,2,14,1,4,5,8,20,22,26605.85999999999,49361.21,69.12,9,9,4,0,0,0,0,0,2,9,9,8
398,Christine Spillane,29,female,4You,30,34,10,9,13,44,11,10,11,30,34,10,9,13,44,11,10,11,58,60,54,89544.42000000003,157080.16,232.60000000000005,19,15,17,18,13,9,9,9,10,18,17,18
399,Shirley Blacklock,36,female,4You,5,2,3,0,1,3,1,1,0,5,2,3,0,1,3,1,1,0,0,12,4,7793.000000000001,16899.91,20.26,0,0,0,0,0,0,0,0,2,9,5,0
400,Cathy Childs,52,female,4You,53,46,14,11,28,53,20,18,21,53,46,14,11,28,53,20,18,21,72,112,80,128538.09999999999,238808.65999999992,334.07999999999987,26,25,25,20,17,16,19,17,19,28,25,27
401,Dave Morton,47,none,4You,32,29,9,10,11,22,5,12,8,32,29,9,10,11,22,5,12,8,48,64,26,70471.25999999998,128756.87999999993,183.14000000000007,15,7,9,9,9,8,9,9,10,18,18,17
402,Philip Rose,48,male,4You,63,75,17,19,23,59,23,26,25,63,75,17,19,23,59,23,26,25,118,132,80,172341.45999999996,306581.30999999994,447.84000000000043,26,25,26,27,25,26,27,26,29,36,31,26
403,Oliver Williams,49,none,4You,27,27,8,10,6,19,5,14,6,27,27,8,10,6,19,5,14,6,36,48,38,64489.58000000002,114359.25999999998,167.61999999999998,9,9,8,9,9,8,9,9,10,19,15,8
404,Ana Hudson,23,none,4You,11,6,3,4,5,14,3,4,0,11,6,3,4,5,14,3,4,0,10,24,16,26543.220000000005,47603.05000000001,68.97999999999996,9,9,4,0,0,0,0,0,2,9,9,8
405,Linda Thompson,53,none,4You,13,18,3,3,6,8,5,3,1,13,18,3,3,6,8,5,3,1,22,20,18,29155.68000000001,51926.24999999997,75.75999999999995,9,9,8,6,0,0,0,0,2,9,8,9
406,William Jemmott,21,male,4You,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1353.12,2717.63,3.52,0,0,0,0,0,0,0,0,2,0,0,0
407,Fernande Conover,25,female,4You,80,72,22,24,26,83,19,26,26,80,72,22,24,26,83,19,26,26,98,168,112,192635.51999999996,358087.86999999965,500.60000000000036,36,32,36,34,29,25,28,25,28,37,33,35
408,Richard Anaya,59,none,4You,38,48,15,11,18,51,18,10,15,38,48,15,11,18,51,18,10,15,48,112,64,109636.51999999995,209121.05999999997,284.87999999999994,18,15,18,18,18,16,18,18,19,27,21,18
409,Frank Strawn,32,none,4You,44,35,15,14,12,31,7,13,7,44,35,15,14,12,31,7,13,7,50,90,38,93060.56000000017,173469.4899999999,241.82000000000002,18,16,17,18,17,11,9,9,10,18,17,18
410,Marilyn Wix,39,none,4You,30,32,13,6,7,41,11,14,10,30,32,13,6,7,41,11,14,10,56,58,50,87696.98000000007,151519.21,227.82000000000002,18,16,17,15,9,8,9,9,10,19,16,18
411,Debbie Green,24,female,4You,24,29,13,7,10,28,8,5,6,24,29,13,7,10,28,8,5,6,30,54,46,63563.84000000002,120341.15,165.2000000000002,10,8,8,9,8,9,9,9,10,19,17,14
412,Teresa Sanchez,21,none,4You,87,72,25,28,23,73,30,20,24,87,72,25,28,23,73,30,20,24,114,174,94,192236.91999999987,354065.6399999998,499.5000000000012,37,31,35,35,33,25,26,27,28,37,33,35
413,Clifford Fagen,63,male,4You,11,4,3,5,4,16,4,6,3,11,4,3,5,4,16,4,6,3,18,24,14,32298.059999999998,55917.57999999998,83.93999999999994,9,9,8,2,0,0,0,0,2,9,8,9
414,Tonya Rivera,62,none,4You,33,39,12,9,11,25,11,7,7,33,39,12,9,11,25,11,7,7,38,70,46,71696.71999999999,140661.97999999992,186.35999999999999,19,16,12,9,9,8,10,8,10,18,17,18
415,Barbara Oliver,61,none,4You,66,55,22,19,25,62,19,15,17,66,55,22,19,25,62,19,15,17,88,122,90,154786.88,279793.3399999999,402.2800000000003,27,23,27,27,26,25,28,19,19,28,24,27
416,Mary Rivera,37,female,4You,54,39,14,14,13,62,12,17,11,54,39,14,14,13,62,12,17,11,60,110,66,123279.6200000001,227514.1100000001,320.28000000000003,18,16,17,18,18,16,19,17,19,27,25,26
